loan_id,customer_id,loan_amount,interest_rate,age,income,employment_type,credit_score,max_dpd,is_default
3489,2588,359989,14.54,44,859714,Salaried,629,64,0
3490,2589,153659,14.31,39,490739,Self-Employed,648,60,0
3491,2590,92513,10.34,25,629875,Self-Employed,707,42,0
3492,2590,113923,11.27,25,629875,Self-Employed,707,60,0
3493,2591,56937,11.46,39,256518,Salaried,701,71,0
3494,2592,98657,16.65,35,283889,Self-Employed,578,71,0
3495,2593,51934,10.54,29,264439,Salaried,764,6,0
3496,2594,131990,14.61,39,447291,Salaried,619,60,0
3497,2595,96256,13.25,33,232688,Self-Employed,664,60,0
3498,2596,70585,13.01,23,850577,Salaried,661,149,1
3499,2597,85726,16.1,27,251350,Self-Employed,553,17,0
3500,2598,60785,14.04,50,298560,Self-Employed,621,75,0
3501,2598,94236,15.52,50,298560,Self-Employed,621,69,0
3502,2599,275340,14.45,24,507803,Salaried,607,74,0
3503,2599,195982,14.45,24,507803,Salaried,607,124,1
3504,2600,224030,15.62,38,533333,Salaried,602,51,0
3505,2601,195283,17.11,41,357505,Salaried,567,145,1
3506,2602,51015,13.57,41,437329,Self-Employed,682,98,1
3507,2602,101980,13.93,41,437329,Self-Employed,682,60,0
3508,2603,89099,11.81,26,316267,Self-Employed,785,6,0
3509,2604,50684,12.74,33,195962,Salaried,656,39,0
3510,2605,293052,11.53,37,1315288,Salaried,739,9,0
3511,2605,240460,11.25,37,1315288,Salaried,739,76,0
3512,2606,69145,15.3,42,217406,Salaried,618,113,1
3513,2606,75417,14.03,42,217406,Salaried,618,54,0
3514,2607,452134,14.84,31,1258208,Salaried,632,62,0
3515,2608,116674,14.87,27,564045,Salaried,600,125,1
3516,2609,124280,15.4,44,295651,Salaried,603,32,0
3517,2610,58941,10.39,45,422411,Salaried,796,70,0
3518,2611,172271,13.24,39,442692,Salaried,685,60,0
3519,2611,219227,13.24,39,442692,Salaried,685,60,0
3520,2612,73755,14.76,31,219582,Self-Employed,642,72,0
3521,2613,276062,15.99,39,805412,Self-Employed,646,78,0
3522,2614,201134,13.33,37,736847,Self-Employed,677,9,0
3523,2615,196418,17.94,43,582425,Salaried,563,159,1
3524,2616,375882,14.06,26,909334,Salaried,609,9,0
3525,2617,286725,11.84,37,756799,Salaried,780,60,0
3526,2618,104021,11.63,35,845038,Self-Employed,709,60,0
3527,2618,175275,11.94,35,845038,Self-Employed,709,49,0
3528,2619,70460,14.7,27,350680,Salaried,645,60,0
3529,2620,141351,16.24,38,363895,Salaried,576,79,0
3530,2621,181039,15.16,36,365275,Self-Employed,638,77,0
3531,2622,135690,12.74,33,1767011,Self-Employed,657,35,0
3532,2623,79564,16.02,39,282338,Salaried,560,112,1
3533,2623,119768,17.1,39,282338,Salaried,560,60,0
3534,2624,57795,11.02,25,325019,Self-Employed,729,61,0
3535,2624,63825,11.34,25,325019,Self-Employed,729,139,1
3536,2625,72679,13.64,36,454186,Salaried,676,5,0
3537,2626,56653,14.8,39,221770,Self-Employed,622,62,0
3538,2626,76324,15.2,39,221770,Self-Employed,622,60,0
3539,2626,68689,14.76,39,221770,Self-Employed,622,54,0
3540,2627,224172,15.99,38,568407,Self-Employed,626,60,0
3541,2628,158866,12.31,45,525475,Salaried,664,15,0
3542,2629,587800,16.79,26,1756317,Salaried,590,60,0
3543,2630,117623,14.7,24,251984,Salaried,641,134,1
3544,2630,107434,14.62,24,251984,Salaried,641,67,0
3545,2630,141263,15.66,24,251984,Salaried,641,73,0
3546,2631,82627,15.23,38,393000,Salaried,607,50,0
3547,2631,77862,14.32,38,393000,Salaried,607,60,0
3548,2632,111509,15.16,40,311999,Self-Employed,621,54,0
3549,2633,121349,10.12,53,736859,Self-Employed,700,66,0
3550,2634,148825,13.68,41,327212,Salaried,660,78,0
3551,2635,70637,13.19,29,273948,Self-Employed,690,70,0
3552,2636,817762,15.29,42,1706593,Salaried,635,60,0
3553,2636,849957,14.43,42,1706593,Salaried,635,78,0
3554,2637,161418,12.42,29,520309,Self-Employed,664,64,0
3555,2638,265896,17.62,24,381975,Salaried,581,9,0
3556,2639,54292,16.21,57,232087,Self-Employed,559,43,0
3557,2639,135052,16.07,57,232087,Self-Employed,559,60,0
3558,2640,110167,15.13,39,270649,Salaried,604,60,0
3559,2641,155992,13.19,42,481414,Salaried,656,79,0
3560,2642,171222,14.79,41,955376,Salaried,616,60,0
3561,2642,312335,14.23,41,955376,Salaried,616,60,0
3562,2643,75930,15.01,50,1614539,Salaried,634,71,0
3563,2643,486798,14.51,50,1614539,Salaried,634,33,0
3564,2643,294271,15.4,50,1614539,Salaried,634,8,0
3565,2644,218627,14.68,38,808971,Salaried,600,60,0
3566,2644,197389,15.65,38,808971,Salaried,600,60,0
3567,2644,216821,15.31,38,808971,Salaried,600,7,0
3568,2645,369105,14.41,46,1331838,Salaried,624,151,1
3569,2646,60582,14.6,28,189117,Salaried,643,79,0
3570,2647,114927,10.9,25,1179105,Salaried,771,37,0
3571,2648,64290,12.8,47,196697,Self-Employed,655,60,0
3572,2649,592854,15.61,48,1569366,Salaried,628,69,0
3573,2650,62723,15.65,40,193858,Salaried,641,56,0
3574,2651,62053,13.32,38,226276,Salaried,656,62,0
3575,2652,116874,13.42,37,280045,Salaried,678,79,0
3576,2653,167892,17.86,30,581501,Salaried,567,70,0
3577,2654,109831,14.29,48,234211,Salaried,620,56,0
3578,2655,50115,17.9,41,472735,Salaried,580,68,0
3579,2656,79490,14.32,40,406567,Salaried,631,60,0
3580,2657,60661,14.69,39,220754,Salaried,606,95,1
3581,2658,53887,13.63,44,182439,Self-Employed,686,105,1
3582,2659,91093,14.38,40,549802,Self-Employed,622,128,1
3583,2660,59474,15.4,42,340829,Self-Employed,601,61,0
3584,2661,115797,10.9,27,985990,Salaried,772,60,0
3585,2662,227497,15.25,40,399601,Salaried,619,60,0
3586,2663,206628,10.02,53,864499,Salaried,786,77,0
3587,2664,103989,15.46,32,233309,Salaried,617,77,0
3588,2664,78076,15.31,32,233309,Salaried,617,158,1
3589,2665,50242,10.65,35,257986,Salaried,795,42,0
3590,2665,73256,11.75,35,257986,Salaried,795,74,0
3591,2666,268863,12.86,43,560294,Salaried,661,60,0
3592,2666,51224,12.49,43,560294,Salaried,661,60,0
3593,2667,198437,12.37,44,616374,Salaried,676,141,1
3594,2668,207840,14.62,41,909534,Salaried,605,104,1
3595,2669,100221,10.7,23,985353,Salaried,799,8,0
3596,2670,100760,12.51,40,871823,Salaried,676,57,0
3597,2670,163929,13.39,40,871823,Salaried,676,35,0
3598,2671,121527,12.54,27,366139,Salaried,661,64,0
3599,2672,245199,11.91,29,1030792,Salaried,779,79,0
3600,2673,118851,13.37,40,476376,Salaried,690,60,0
3601,2674,86450,15.19,34,657054,Salaried,604,12,0
3602,2675,98160,16.22,42,296355,Salaried,589,124,1
3603,2676,95340,14.27,60,462937,Salaried,611,33,0
3604,2677,94321,14.65,42,1519299,Salaried,632,60,0
3605,2678,612922,14.05,42,1552086,Self-Employed,619,60,0
3606,2679,55247,13.21,29,190182,Salaried,689,55,0
3607,2679,57403,13.91,29,190182,Salaried,689,60,0
3608,2680,164640,12.24,31,412652,Self-Employed,699,39,0
3609,2680,64217,13.59,31,412652,Self-Employed,699,60,0
3610,2681,411586,13.32,27,1317192,Self-Employed,679,60,0
3611,2682,55355,12.66,32,252915,Salaried,674,69,0
3612,2683,88637,14.1,27,192536,Salaried,615,132,1
3613,2684,113606,17.14,31,365814,Self-Employed,557,102,1
3614,2685,112277,17.32,34,370258,Salaried,554,5,0
3615,2685,93397,16.19,34,370258,Salaried,554,11,0
3616,2686,175735,13.63,28,1553290,Salaried,663,32,0
3617,2687,54740,10.21,25,181525,Salaried,718,60,0
3618,2687,55693,11.09,25,181525,Salaried,718,56,0
3619,2688,93749,13.97,25,233645,Salaried,654,43,0
3620,2689,96716,16.05,40,510285,Self-Employed,572,67,0
3621,2689,119917,17.49,40,510285,Self-Employed,572,147,1
3622,2690,114361,11.1,36,330403,Salaried,722,62,0
3623,2691,228933,11.84,44,687739,Self-Employed,776,63,0
3624,2692,144137,14.83,44,527068,Salaried,637,60,0
3625,2693,52624,14.79,33,994097,Salaried,638,47,0
3626,2694,58357,15.76,41,893017,Salaried,608,13,0
3627,2695,58449,12.52,24,220793,Salaried,679,41,0
3628,2696,77348,11.79,54,219863,Self-Employed,722,41,0
3629,2697,69672,13.75,46,411563,Salaried,650,60,0
3630,2697,56649,12.07,46,411563,Salaried,650,60,0
3631,2698,164495,10.48,34,592318,Self-Employed,736,65,0
3632,2699,172971,10.46,27,551078,Self-Employed,752,9,0
3633,2700,141275,12.63,39,301386,Salaried,687,76,0
3634,2701,91267,15.46,21,481071,Salaried,646,127,1
3635,2701,167432,15.38,21,481071,Salaried,646,121,1
3636,2702,108877,11.3,30,264955,Self-Employed,783,67,0
3637,2702,64618,11.95,30,264955,Self-Employed,783,38,0
3638,2703,100762,14.83,42,896442,Self-Employed,628,117,1
3639,2704,485778,17.9,37,1403021,Self-Employed,581,118,1
3640,2704,718860,16.79,37,1403021,Self-Employed,581,67,0
3641,2705,234442,17.92,32,573274,Self-Employed,570,150,1
3642,2706,161312,14.62,44,513354,Self-Employed,635,32,0
3643,2707,137984,10.44,28,726596,Self-Employed,757,63,0
3644,2708,59610,11.11,38,185982,Salaried,723,39,0
3645,2708,56719,11.5,38,185982,Salaried,723,120,1
3646,2709,165395,15.02,32,468713,Salaried,626,153,1
3647,2709,118673,15.33,32,468713,Salaried,626,148,1
3648,2710,85933,15.28,29,650848,Salaried,643,9,0
3649,2711,95634,13.49,40,470624,Salaried,685,55,0
3650,2712,220768,14.99,28,392082,Salaried,614,66,0
3651,2713,158829,15.37,51,290329,Salaried,621,63,0
3652,2713,83169,14.01,51,290329,Salaried,621,53,0
3653,2714,61517,14.38,31,391528,Self-Employed,612,60,0
3654,2715,90594,10.39,52,338804,Salaried,702,60,0
3655,2715,73215,11.25,52,338804,Salaried,702,71,0
3656,2716,75248,15.94,27,229628,Self-Employed,630,33,0
3657,2716,61269,14.19,27,229628,Self-Employed,630,25,0
3658,2716,67836,15.25,27,229628,Self-Employed,630,39,0
3659,2717,99187,14.46,41,219820,Salaried,643,60,0
3660,2718,115398,15.47,26,632353,Salaried,620,9,0
3661,2719,333278,11.36,25,877158,Salaried,772,60,0
3662,2720,544283,15.11,37,1213792,Self-Employed,638,60,0
3663,2721,133642,15.06,41,1071979,Salaried,606,97,1
3664,2721,324367,15.91,41,1071979,Salaried,606,60,0
3665,2722,189414,10.27,26,900872,Salaried,709,65,0
3666,2723,58707,14.31,45,227020,Salaried,604,25,0
3667,2723,71480,15.32,45,227020,Salaried,604,62,0
3668,2724,72217,15.04,30,409717,Salaried,603,60,0
3669,2725,108931,17.43,37,582550,Salaried,592,96,1
3670,2725,215657,17.8,37,582550,Salaried,592,109,1
3671,2726,238147,13.86,39,665363,Salaried,690,8,0
3672,2727,110890,13.23,41,548064,Salaried,686,60,0
3673,2727,103545,12.43,41,548064,Salaried,686,60,0
3674,2728,278953,13.4,22,743838,Salaried,674,56,0
3675,2729,187461,15.36,49,597154,Self-Employed,631,134,1
3676,2730,172087,10.62,40,1349643,Salaried,760,69,0
3677,2731,109174,14.47,33,209680,Self-Employed,618,73,0
3678,2732,241221,13.22,28,920529,Salaried,660,54,0
3679,2732,422955,13.13,28,920529,Salaried,660,60,0
3680,2733,95222,11.56,22,457409,Self-Employed,755,36,0
3681,2734,112637,12.3,25,472404,Self-Employed,652,76,0
3682,2734,202550,12.75,25,472404,Self-Employed,652,134,1
3683,2735,112074,16.67,40,265174,Salaried,563,93,1
3684,2735,125644,17.4,40,265174,Salaried,563,36,0
3685,2736,77797,15.13,33,290199,Self-Employed,611,49,0
3686,2737,122948,15.5,27,391232,Salaried,628,64,0
3687,2737,170028,14.35,27,391232,Salaried,628,74,0
3688,2738,195821,12.1,32,843351,Salaried,652,22,0
3689,2739,141413,14.27,49,829819,Self-Employed,631,19,0
3690,2739,70986,15.7,49,829819,Self-Employed,631,69,0
3691,2740,76334,13.34,33,233537,Salaried,681,55,0
3692,2741,323743,14.42,31,915447,Self-Employed,616,75,0
3693,2742,59736,14.81,47,419521,Salaried,635,56,0
3694,2743,94559,10.78,40,260882,Self-Employed,772,73,0
3695,2744,58927,13.67,36,219214,Salaried,650,78,0
3696,2745,56579,11.14,31,214404,Salaried,706,76,0
3697,2746,101031,15.19,24,221913,Self-Employed,604,41,0
3698,2746,52711,14.42,24,221913,Self-Employed,604,39,0
3699,2747,315879,13.66,27,1082343,Self-Employed,681,74,0
3700,2748,71151,10.02,32,471906,Salaried,741,54,0
3701,2749,287861,15.01,34,859418,Salaried,615,60,0
3702,2750,94619,13.19,39,835469,Self-Employed,695,8,0
3703,2751,118593,15.7,40,387847,Salaried,628,28,0
3704,2752,54173,17.86,38,180829,Salaried,559,60,0
3705,2753,101488,12.25,38,630557,Salaried,654,76,0
3706,2753,139927,13.02,38,630557,Salaried,654,60,0
3707,2754,55937,10.51,28,208992,Salaried,754,53,0
3708,2754,75749,10.52,28,208992,Salaried,754,60,0
3709,2754,51598,11.75,28,208992,Salaried,754,60,0
3710,2755,145856,13.6,21,713599,Salaried,695,103,1
3711,2756,110106,13.79,32,280863,Salaried,691,21,0
3712,2757,168181,10.76,28,973462,Salaried,791,60,0
3713,2758,271879,14.94,31,488716,Salaried,648,25,0
3714,2759,769727,10.65,34,1729482,Salaried,780,22,0
3715,2760,82936,12.98,26,405204,Salaried,653,54,0
3716,2760,60967,12.45,26,405204,Salaried,653,68,0
3717,2760,59827,12.14,26,405204,Salaried,653,43,0
3718,2761,194389,12.17,27,895826,Salaried,662,64,0
3719,2761,132419,13.6,27,895826,Salaried,662,38,0
3720,2762,189473,12.9,35,658505,Self-Employed,699,75,0
3721,2763,107719,12.23,37,340349,Salaried,667,156,1
3722,2763,101949,13.05,37,340349,Salaried,667,9,0
3723,2764,95843,16.69,31,192882,Salaried,555,56,0
3724,2764,59923,16.64,31,192882,Salaried,555,60,0
3725,2765,544234,15.0,40,1597767,Salaried,620,74,0
3726,2766,64602,13.11,34,576301,Self-Employed,694,29,0
3727,2766,162437,12.43,34,576301,Self-Employed,694,100,1
3728,2767,133568,16.07,28,268365,Salaried,555,79,0
3729,2768,250934,15.09,36,814807,Salaried,608,70,0
3730,2768,383564,15.58,36,814807,Salaried,608,31,0
3731,2769,363757,12.55,51,1304021,Salaried,659,15,0
3732,2770,208980,12.24,31,589344,Self-Employed,675,40,0
3733,2771,215491,16.96,45,775409,Salaried,580,93,1
3734,2771,133180,16.69,45,775409,Salaried,580,45,0
3735,2771,223181,16.42,45,775409,Salaried,580,75,0
3736,2772,100604,15.01,47,530560,Self-Employed,643,68,0
3737,2772,96594,14.88,47,530560,Self-Employed,643,14,0
3738,2772,51504,14.23,47,530560,Self-Employed,643,32,0
3739,2773,98946,15.33,48,395151,Salaried,613,67,0
3740,2774,53573,14.8,29,510343,Self-Employed,620,60,0
3741,2775,161612,13.79,52,392914,Self-Employed,681,67,0
3742,2776,114899,11.38,37,481915,Self-Employed,708,60,0
3743,2777,64701,14.02,34,183916,Salaried,611,40,0
3744,2778,63173,14.58,34,589300,Salaried,609,145,1
3745,2778,235855,14.1,34,589300,Salaried,609,65,0
3746,2779,89950,14.45,41,586126,Self-Employed,626,73,0
3747,2779,131673,15.81,41,586126,Self-Employed,626,48,0
3748,2780,164161,14.61,36,598567,Self-Employed,634,33,0
3749,2781,63497,11.68,35,180090,Salaried,707,148,1
3750,2782,128625,12.37,46,383065,Self-Employed,661,60,0
3751,2782,78274,13.77,46,383065,Self-Employed,661,65,0
3752,2783,691589,16.03,30,1457776,Self-Employed,594,44,0
3753,2784,129766,11.81,28,581460,Salaried,748,60,0
3754,2785,279792,14.18,42,1177116,Salaried,645,71,0
3755,2786,130568,14.66,42,1090952,Salaried,620,50,0
3756,2787,138746,12.1,45,702557,Self-Employed,656,60,0
3757,2788,76045,12.21,27,425854,Self-Employed,655,4,0
3758,2789,68481,10.12,45,255785,Salaried,703,39,0
3759,2790,141397,14.79,40,1401429,Self-Employed,636,60,0
3760,2791,50097,10.94,50,236382,Salaried,776,71,0
3761,2791,62471,10.83,50,236382,Salaried,776,60,0
3762,2792,373997,16.8,26,1700514,Salaried,594,57,0
3763,2793,92465,14.41,38,305595,Self-Employed,603,103,1
3764,2794,142873,15.96,34,303259,Salaried,647,103,1
3765,2795,171780,14.41,23,562035,Salaried,613,60,0
3766,2796,62812,16.78,30,440327,Salaried,558,57,0
3767,2797,351508,15.73,45,948332,Salaried,625,46,0
3768,2798,53988,13.39,32,235240,Salaried,663,60,0
3769,2799,106140,14.61,30,353580,Salaried,610,60,0
3770,2799,63699,14.71,30,353580,Salaried,610,37,0
3771,2800,156054,17.26,43,408674,Salaried,594,135,1
3772,2801,453510,15.61,44,1792040,Salaried,646,7,0
3773,2802,113550,10.45,44,560563,Salaried,726,57,0
3774,2803,155753,13.1,30,1108691,Salaried,687,69,0
3775,2804,325088,16.65,36,1519298,Salaried,588,37,0
3776,2805,120125,15.88,44,243237,Salaried,628,79,0
3777,2805,76951,15.92,44,243237,Salaried,628,99,1
3778,2806,134669,17.26,31,549089,Salaried,578,43,0
3779,2807,59379,17.55,30,232618,Salaried,598,63,0
3780,2808,79459,17.32,43,1332342,Self-Employed,593,60,0
3781,2808,192090,16.81,43,1332342,Self-Employed,593,124,1
3782,2809,122482,13.62,48,1448855,Salaried,654,44,0
3783,2810,158098,12.04,27,540387,Self-Employed,696,72,0
3784,2811,152312,15.01,21,449075,Salaried,642,115,1
3785,2812,69047,17.63,24,285946,Self-Employed,572,157,1
3786,2813,77197,10.12,28,612200,Salaried,779,7,0
3787,2814,102534,16.53,35,340450,Self-Employed,562,63,0
3788,2814,59918,16.84,35,340450,Self-Employed,562,60,0
3789,2815,127348,16.98,41,228270,Salaried,580,78,0
3790,2816,103237,14.79,35,220852,Salaried,606,59,0
3791,2817,386542,10.33,30,1541370,Salaried,757,60,0
3792,2818,148466,11.71,37,1524792,Self-Employed,720,67,0
3793,2818,163313,10.95,37,1524792,Self-Employed,720,76,0
3794,2818,155144,11.23,37,1524792,Self-Employed,720,27,0
3795,2819,198420,13.25,28,709295,Salaried,687,60,0
3796,2820,223680,13.4,36,970556,Salaried,678,71,0
3797,2821,57853,15.83,31,524014,Salaried,646,151,1
3798,2822,52907,12.34,57,505599,Salaried,681,68,0
3799,2823,75985,11.4,43,283399,Self-Employed,712,38,0
3800,2824,60942,15.45,29,214862,Self-Employed,607,21,0
3801,2825,255173,17.24,28,824350,Salaried,586,60,0
3802,2826,247484,15.04,32,889755,Salaried,648,60,0
3803,2827,302710,15.67,23,903337,Salaried,633,22,0
3804,2828,195922,17.1,30,536374,Salaried,569,61,0
3805,2829,120117,10.21,30,478793,Self-Employed,710,99,1
3806,2829,175321,11.56,30,478793,Self-Employed,710,11,0
3807,2829,81421,11.74,30,478793,Self-Employed,710,128,1
3808,2830,68530,12.45,43,227285,Self-Employed,654,35,0
3809,2831,94803,12.35,33,224746,Salaried,659,8,0
3810,2831,51284,13.24,33,224746,Salaried,659,60,0
3811,2832,155692,12.16,30,574921,Self-Employed,654,132,1
3812,2833,291888,16.47,25,662880,Salaried,551,60,0
3813,2834,59577,11.55,27,450355,Self-Employed,754,60,0
3814,2835,98088,15.15,35,203345,Salaried,649,66,0
3815,2835,73717,15.91,35,203345,Salaried,649,60,0
3816,2836,51727,14.24,34,710710,Salaried,603,60,0
3817,2836,103278,15.03,34,710710,Salaried,603,60,0
3818,2836,171154,15.98,34,710710,Salaried,603,69,0
3819,2837,288498,17.19,45,612476,Salaried,591,35,0
3820,2837,409085,17.44,45,612476,Salaried,591,60,0
3821,2838,65508,12.74,31,529099,Salaried,678,23,0
3822,2838,102925,13.79,31,529099,Salaried,678,60,0
3823,2839,70205,15.62,44,571983,Salaried,611,142,1
3824,2840,442146,11.03,38,1558953,Salaried,732,60,0
3825,2840,164206,10.62,38,1558953,Salaried,732,60,0
3826,2841,60899,12.5,36,300410,Self-Employed,685,25,0
3827,2842,470685,12.65,21,1170628,Salaried,658,60,0
3828,2843,50307,15.53,26,316864,Self-Employed,610,137,1
3829,2844,239257,13.97,42,1611303,Self-Employed,665,44,0
3830,2845,213256,10.88,47,957622,Salaried,718,21,0
3831,2845,141451,11.61,47,957622,Salaried,718,64,0
3832,2846,99264,12.79,38,594290,Salaried,670,18,0
3833,2846,194741,12.91,38,594290,Salaried,670,29,0
3834,2847,79723,13.07,42,207249,Self-Employed,664,62,0
3835,2847,67169,12.02,42,207249,Self-Employed,664,75,0
3836,2848,310787,14.11,33,563224,Salaried,640,66,0
3837,2848,123227,15.95,33,563224,Salaried,640,105,1
3838,2849,115680,10.9,33,556855,Salaried,700,8,0
3839,2850,103086,15.18,31,431168,Salaried,602,60,0
3840,2851,52354,14.98,44,463612,Salaried,629,60,0
3841,2852,210499,13.27,39,502632,Salaried,699,5,0
3842,2853,176735,13.83,34,973479,Self-Employed,665,149,1
3843,2853,203873,12.07,34,973479,Self-Employed,665,39,0
3844,2854,55268,12.68,33,267643,Salaried,680,52,0
3845,2855,58430,10.45,40,188496,Salaried,729,60,0
3846,2856,111354,15.07,39,493222,Self-Employed,616,6,0
3847,2857,76599,14.62,29,330692,Self-Employed,611,47,0
3848,2858,338195,12.94,50,708443,Salaried,694,60,0
3849,2859,263010,13.28,38,846373,Salaried,672,60,0
3850,2860,88732,13.11,36,453940,Salaried,691,63,0
3851,2861,112496,10.31,48,765738,Self-Employed,790,41,0
3852,2861,238537,10.48,48,765738,Self-Employed,790,60,0
3853,2862,106153,15.53,44,418885,Salaried,644,109,1
3854,2862,91837,14.27,44,418885,Salaried,644,68,0
3855,2863,112823,13.23,35,262945,Self-Employed,685,105,1
3856,2864,81569,15.69,40,390340,Salaried,600,30,0
3857,2864,62638,15.66,40,390340,Salaried,600,96,1
3858,2865,78311,16.66,27,244718,Salaried,586,60,0
3859,2865,112984,16.88,27,244718,Salaried,586,60,0
3860,2865,59445,16.99,27,244718,Salaried,586,115,1
3861,2866,53496,16.33,31,302713,Salaried,551,96,1
3862,2866,101132,16.44,31,302713,Salaried,551,69,0
3863,2866,108337,17.46,31,302713,Salaried,551,60,0
3864,2867,88765,13.38,21,396985,Salaried,699,68,0
3865,2868,101258,10.19,46,254812,Salaried,777,110,1
